Teaching_Year,Test_Year,School Name,Test_Name,Level 3 Proficient
2011-2012,2012,Academy School,NECAP Math Grades 3-8,0.444897959
2011-2012,2012,Academy School,NECAP Reading Grades 3-8,0.564853556
2011-2012,2012,Academy School,NECAP Science Grade 4,0.410714286
2011-2012,2012,Academy School,NECAP Writing Grade 5,0.481481481
2011-2012,2012,Addison Central School,NECAP Math Grades 3-8,0.652777778
2011-2012,2012,Addison Central School,NECAP Reading Grades 3-8,0.694444444
2011-2012,2012,Addison Central School,NECAP Science Grade 4,0.4
2011-2012,2012,Addison Central School,NECAP Writing Grade 5,0.2
2011-2012,2012,Albany Community School,NECAP Math Grades 3-8,0.5
2011-2012,2012,Albany Community School,NECAP Reading Grades 3-8,0.44
2011-2012,2012,Albany Community School,NECAP Science Grade 4,
2011-2012,2012,Albany Community School,NECAP Science Grade 8,
2011-2012,2012,Albany Community School,NECAP Writing Grade 5,
2011-2012,2012,Albany Community School,NECAP Writing Grade 8,
2011-2012,2012,Albert Bridge Sch (W Wind),NECAP Math Grades 3-8,0.423076923
2011-2012,2012,Albert Bridge Sch (W Wind),NECAP Reading Grades 3-8,0.538461538
2011-2012,2012,Albert Bridge Sch (W Wind),NECAP Science Grade 4,0.785714286
2011-2012,2012,Albert Bridge Sch (W Wind),NECAP Writing Grade 5,0.428571429
2011-2012,2012,Albert D. Lawton School,NECAP Math Grades 3-8,0.45814978
2011-2012,2012,Albert D. Lawton School,NECAP Reading Grades 3-8,0.45814978
2011-2012,2012,Albert D. Lawton School,NECAP Science Grade 8,0.403508772
2011-2012,2012,Albert D. Lawton School,NECAP Writing Grade 8,0.568807339
2011-2012,2012,Alburgh Community Education Center,NECAP Math Grades 3-8,0.460869565
2011-2012,2012,Alburgh Community Education Center,NECAP Reading Grades 3-8,0.539130435
2011-2012,2012,Alburgh Community Education Center,NECAP Science Grade 4,0.461538462
2011-2012,2012,Alburgh Community Education Center,NECAP Science Grade 8,0.05
2011-2012,2012,Alburgh Community Education Center,NECAP Writing Grade 5,0.333333333
2011-2012,2012,Alburgh Community Education Center,NECAP Writing Grade 8,0.466666667
2011-2012,2012,Arlington Memorial School,NECAP Math Grade 11,0.368421053
2011-2012,2012,Arlington Memorial School,NECAP Math Grades 3-8,0.471698113
2011-2012,2012,Arlington Memorial School,NECAP Reading Grade 11,0.210526316
2011-2012,2012,Arlington Memorial School,NECAP Reading Grades 3-8,0.660377358
2011-2012,2012,Arlington Memorial School,NECAP Science Grade 11,0.291666667
2011-2012,2012,Arlington Memorial School,NECAP Science Grade 8,0.307692308
2011-2012,2012,Arlington Memorial School,NECAP Writing Grade 11,0.421052632
2011-2012,2012,Arlington Memorial School,NECAP Writing Grade 8,0.375
2011-2012,2012,Athens/Grafton Joint Contract School,NECAP Math Grades 3-8,0.5
2011-2012,2012,Athens/Grafton Joint Contract School,NECAP Reading Grades 3-8,0.5
2011-2012,2012,Athens/Grafton Joint Contract School,NECAP Science Grade 4,
2011-2012,2012,Athens/Grafton Joint Contract School,NECAP Writing Grade 5,
2011-2012,2012,Bakersfield School,NECAP Math Grades 3-8,0.432989691
2011-2012,2012,Bakersfield School,NECAP Reading Grades 3-8,0.649484536
2011-2012,2012,Bakersfield School,NECAP Science Grade 4,0.263157895
2011-2012,2012,Bakersfield School,NECAP Science Grade 8,0.071428571
2011-2012,2012,Bakersfield School,NECAP Writing Grade 5,0.444444444
2011-2012,2012,Bakersfield School,NECAP Writing Grade 8,0.3125
2011-2012,2012,Barnard Academy,NECAP Math Grades 3-8,0.380952381
2011-2012,2012,Barnard Academy,NECAP Reading Grades 3-8,0.547619048
2011-2012,2012,Barnard Academy,NECAP Science Grade 4,
2011-2012,2012,Barnard Academy,NECAP Writing Grade 5,
2011-2012,2012,Barnet Elementary School,NECAP Math Grades 3-8,0.422413793
2011-2012,2012,Barnet Elementary School,NECAP Reading Grades 3-8,0.577586207
2011-2012,2012,Barnet Elementary School,NECAP Science Grade 4,0.48
2011-2012,2012,Barnet Elementary School,NECAP Science Grade 8,0.25
2011-2012,2012,Barnet Elementary School,NECAP Writing Grade 5,0.434782609
2011-2012,2012,Barnet Elementary School,NECAP Writing Grade 8,0.588235294
2011-2012,2012,Barre City Elementary/Middle School,NECAP Math Grades 3-8,0.480620155
2011-2012,2012,Barre City Elementary/Middle School,NECAP Reading Grades 3-8,0.494186046
2011-2012,2012,Barre City Elementary/Middle School,NECAP Science Grade 4,0.44047619
2011-2012,2012,Barre City Elementary/Middle School,NECAP Science Grade 8,0.026315789
2011-2012,2012,Barre City Elementary/Middle School,NECAP Writing Grade 5,0.363636364
2011-2012,2012,Barre City Elementary/Middle School,NECAP Writing Grade 8,0.489795918
2011-2012,2012,Barre Town Elementary School,NECAP Math Grades 3-8,0.484288355
2011-2012,2012,Barre Town Elementary School,NECAP Reading Grades 3-8,0.582255083
2011-2012,2012,Barre Town Elementary School,NECAP Science Grade 4,0.5
2011-2012,2012,Barre Town Elementary School,NECAP Science Grade 8,0.157894737
2011-2012,2012,Barre Town Elementary School,NECAP Writing Grade 5,0.469387755
2011-2012,2012,Barre Town Elementary School,NECAP Writing Grade 8,0.619565217
2011-2012,2012,Barstow Memorial School,NECAP Math Grades 3-8,0.465408805
2011-2012,2012,Barstow Memorial School,NECAP Reading Grades 3-8,0.572327044
2011-2012,2012,Barstow Memorial School,NECAP Science Grade 4,0.708333333
2011-2012,2012,Barstow Memorial School,NECAP Science Grade 8,0.416666667
2011-2012,2012,Barstow Memorial School,NECAP Writing Grade 5,0.416666667
2011-2012,2012,Barstow Memorial School,NECAP Writing Grade 8,0.419354839
2011-2012,2012,Barton Graded School,NECAP Math Grades 3-8,0.504424779
2011-2012,2012,Barton Graded School,NECAP Reading Grades 3-8,0.592920354
2011-2012,2012,Barton Graded School,NECAP Science Grade 4,0.545454545
2011-2012,2012,Barton Graded School,NECAP Science Grade 8,0.125
2011-2012,2012,Barton Graded School,NECAP Writing Grade 5,0.454545455
2011-2012,2012,Barton Graded School,NECAP Writing Grade 8,0.421052632
2011-2012,2012,Beeman Elementary School,NECAP Math Grades 3-8,0.464788732
2011-2012,2012,Beeman Elementary School,NECAP Reading Grades 3-8,0.549295775
2011-2012,2012,Beeman Elementary School,NECAP Science Grade 4,0.5
2011-2012,2012,Beeman Elementary School,NECAP Writing Grade 5,0.428571429
2011-2012,2012,Bellows Falls Middle School,NECAP Math Grades 3-8,0.402234637
2011-2012,2012,Bellows Falls Middle School,NECAP Reading Grades 3-8,0.511235955
2011-2012,2012,Bellows Falls Middle School,NECAP Science Grade 8,0.080645161
2011-2012,2012,Bellows Falls Middle School,NECAP Writing Grade 5,
2011-2012,2012,Bellows Falls Middle School,NECAP Writing Grade 8,0.493506494
2011-2012,2012,Bellows Falls UHS #27,NECAP Math Grade 11,0.276923077
2011-2012,2012,Bellows Falls UHS #27,NECAP Reading Grade 11,0.507692308
2011-2012,2012,Bellows Falls UHS #27,NECAP Science Grade 11,0.082191781
2011-2012,2012,Bellows Falls UHS #27,NECAP Writing Grade 11,0.2
2011-2012,2012,Bellows Free Academy (Fairfax),NECAP Math Grades 3-8,0.456647399
2011-2012,2012,Bellows Free Academy (Fairfax),NECAP Reading Grades 3-8,0.563583815
2011-2012,2012,Bellows Free Academy (Fairfax),NECAP Science Grade 4,0.62745098
2011-2012,2012,Bellows Free Academy (Fairfax),NECAP Science Grade 8,0.31884058
2011-2012,2012,Bellows Free Academy (Fairfax),NECAP Writing Grade 5,0.403846154
2011-2012,2012,Bellows Free Academy (Fairfax),NECAP Writing Grade 8,0.307692308
2011-2012,2012,Bellows Free Academy High School (Fairfax),NECAP Math Grade 11,0.243243243
2011-2012,2012,Bellows Free Academy High School (Fairfax),NECAP Reading Grade 11,0.608108108
2011-2012,2012,Bellows Free Academy High School (Fairfax),NECAP Science Grade 11,0.298701299
2011-2012,2012,Bellows Free Academy High School (Fairfax),NECAP Writing Grade 11,0.256756757
2011-2012,2012,Bellows Free Academy USD #48 (St Albans),NECAP Math Grade 11,0.343873518
2011-2012,2012,Bellows Free Academy USD #48 (St Albans),NECAP Reading Grade 11,0.411764706
2011-2012,2012,Bellows Free Academy USD #48 (St Albans),NECAP Science Grade 11,0.204819277
2011-2012,2012,Bellows Free Academy USD #48 (St Albans),NECAP Writing Grade 11,0.446640316
2011-2012,2012,Bennington Elementary School,NECAP Math Grades 3-8,0.392670157
2011-2012,2012,Bennington Elementary School,NECAP Reading Grades 3-8,0.476439791
2011-2012,2012,Bennington Elementary School,NECAP Science Grade 4,0.386363636
2011-2012,2012,Bennington Elementary School,NECAP Writing Grade 5,0.227272727
2011-2012,2012,Benson Village School,NECAP Math Grades 3-8,0.514285714
2011-2012,2012,Benson Village School,NECAP Reading Grades 3-8,0.514285714
2011-2012,2012,Benson Village School,NECAP Science Grade 4,0.272727273
2011-2012,2012,Benson Village School,NECAP Science Grade 8,0.1875
2011-2012,2012,Benson Village School,NECAP Writing Grade 5,0.363636364
2011-2012,2012,Benson Village School,NECAP Writing Grade 8,0.636363636
2011-2012,2012,Berkshire Elementary School,NECAP Math Grades 3-8,0.452991453
2011-2012,2012,Berkshire Elementary School,NECAP Reading Grades 3-8,0.487179487
2011-2012,2012,Berkshire Elementary School,NECAP Science Grade 4,0.5625
2011-2012,2012,Berkshire Elementary School,NECAP Science Grade 8,0.166666667
2011-2012,2012,Berkshire Elementary School,NECAP Writing Grade 5,0.5
2011-2012,2012,Berkshire Elementary School,NECAP Writing Grade 8,0.55
2011-2012,2012,Berlin Elementary School,NECAP Math Grades 3-8,0.411290323
2011-2012,2012,Berlin Elementary School,NECAP Reading Grades 3-8,0.48
2011-2012,2012,Berlin Elementary School,NECAP Science Grade 4,0.392857143
2011-2012,2012,Berlin Elementary School,NECAP Writing Grade 5,0.333333333
2011-2012,2012,Bethel Elementary School,NECAP Math Grades 3-8,0.402173913
2011-2012,2012,Bethel Elementary School,NECAP Reading Grades 3-8,0.549450549
2011-2012,2012,Bethel Elementary School,NECAP Science Grade 4,0.7
2011-2012,2012,Bethel Elementary School,NECAP Writing Grade 5,0.333333333
2011-2012,2012,Bingham Memorial School,NECAP Math Grades 3-8,0.272727273
2011-2012,2012,Bingham Memorial School,NECAP Reading Grades 3-8,0.439393939
2011-2012,2012,Bingham Memorial School,NECAP Science Grade 4,0.642857143
2011-2012,2012,Bingham Memorial School,NECAP Writing Grade 5,0.214285714
2011-2012,2012,Black River US #39,NECAP Math Grade 11,0.225806452
2011-2012,2012,Black River US #39,NECAP Math Grades 3-8,0.448275862
2011-2012,2012,Black River US #39,NECAP Reading Grade 11,0.3125
2011-2012,2012,Black River US #39,NECAP Reading Grades 3-8,0.586206897
2011-2012,2012,Black River US #39,NECAP Science Grade 11,0.318181818
2011-2012,2012,Black River US #39,NECAP Science Grade 8,0.085714286
2011-2012,2012,Black River US #39,NECAP Writing Grade 11,0.59375
2011-2012,2012,Black River US #39,NECAP Writing Grade 8,0.448275862
2011-2012,2012,Blue Mountain US #21,NECAP Math Grade 11,0.130434783
2011-2012,2012,Blue Mountain US #21,NECAP Math Grades 3-8,0.396341463
2011-2012,2012,Blue Mountain US #21,NECAP Reading Grade 11,0.391304348
2011-2012,2012,Blue Mountain US #21,NECAP Reading Grades 3-8,0.539877301
2011-2012,2012,Blue Mountain US #21,NECAP Science Grade 11,0.1
2011-2012,2012,Blue Mountain US #21,NECAP Science Grade 4,0.515151515
2011-2012,2012,Blue Mountain US #21,NECAP Science Grade 8,0.133333333
2011-2012,2012,Blue Mountain US #21,NECAP Writing Grade 11,0.130434783
2011-2012,2012,Blue Mountain US #21,NECAP Writing Grade 5,0.25
2011-2012,2012,Blue Mountain US #21,NECAP Writing Grade 8,0.5
2011-2012,2012,Bradford Elementary School,NECAP Math Grades 3-8,0.423076923
2011-2012,2012,Bradford Elementary School,NECAP Reading Grades 3-8,0.545454545
2011-2012,2012,Bradford Elementary School,NECAP Science Grade 4,0.476190476
2011-2012,2012,Bradford Elementary School,NECAP Writing Grade 5,0.263157895
2011-2012,2012,Braintree School,NECAP Math Grades 3-8,0.396226415
2011-2012,2012,Braintree School,NECAP Reading Grades 3-8,0.547169811
2011-2012,2012,Braintree School,NECAP Science Grade 4,0.466666667
2011-2012,2012,Braintree School,NECAP Writing Grade 5,0.571428571
2011-2012,2012,Brattleboro Area Middle School #6,NECAP Math Grades 3-8,0.53125
2011-2012,2012,Brattleboro Area Middle School #6,NECAP Reading Grades 3-8,0.484375
2011-2012,2012,Brattleboro Area Middle School #6,NECAP Science Grade 8,0.359375
2011-2012,2012,Brattleboro Area Middle School #6,NECAP Writing Grade 8,0.4296875
2011-2012,2012,Brattleboro UHS #6,NECAP Math Grade 11,0.392265193
2011-2012,2012,Brattleboro UHS #6,NECAP Reading Grade 11,0.494505495
2011-2012,2012,Brattleboro UHS #6,NECAP Science Grade 11,0.375
2011-2012,2012,Brattleboro UHS #6,NECAP Writing Grade 11,0.384615385
2011-2012,2012,Brewster Pierce School,NECAP Math Grades 3-8,0.474358974
2011-2012,2012,Brewster Pierce School,NECAP Reading Grades 3-8,0.538461538
2011-2012,2012,Brewster Pierce School,NECAP Science Grade 4,0.56
2011-2012,2012,Brewster Pierce School,NECAP Writing Grade 5,0.36
2011-2012,2012,Bridgewater Village School,NECAP Math Grades 3-8,0.434782609
2011-2012,2012,Bridgewater Village School,NECAP Reading Grades 3-8,0.391304348
2011-2012,2012,Bridgewater Village School,NECAP Science Grade 4,
2011-2012,2012,Bridgewater Village School,NECAP Writing Grade 5,
2011-2012,2012,Bridport Central School,NECAP Math Grades 3-8,0.396226415
2011-2012,2012,Bridport Central School,NECAP Reading Grades 3-8,0.452830189
2011-2012,2012,Bridport Central School,NECAP Science Grade 4,0.153846154
2011-2012,2012,Bridport Central School,NECAP Writing Grade 5,0.307692308
2011-2012,2012,Brighton Elementary School,NECAP Math Grades 3-8,0.277777778
2011-2012,2012,Brighton Elementary School,NECAP Reading Grades 3-8,0.444444444
2011-2012,2012,Brighton Elementary School,NECAP Science Grade 4,
2011-2012,2012,Brighton Elementary School,NECAP Science Grade 8,0.090909091
2011-2012,2012,Brighton Elementary School,NECAP Writing Grade 5,
2011-2012,2012,Brighton Elementary School,NECAP Writing Grade 8,
2011-2012,2012,Bristol Elementary School,NECAP Math Grades 3-8,0.445026178
2011-2012,2012,Bristol Elementary School,NECAP Reading Grades 3-8,0.520833333
2011-2012,2012,Bristol Elementary School,NECAP Science Grade 4,0.633333333
2011-2012,2012,Bristol Elementary School,NECAP Writing Grade 5,0.333333333
2011-2012,2012,Brookfield Elementary School,NECAP Math Grades 3-8,0.5
2011-2012,2012,Brookfield Elementary School,NECAP Reading Grades 3-8,0.714285714
2011-2012,2012,Brookfield Elementary School,NECAP Science Grade 4,
2011-2012,2012,Brookfield Elementary School,NECAP Writing Grade 5,
2011-2012,2012,Brownington Central School,NECAP Math Grades 3-8,0.333333333
2011-2012,2012,Brownington Central School,NECAP Reading Grades 3-8,0.466666667
2011-2012,2012,Brownington Central School,NECAP Science Grade 4,
2011-2012,2012,Brownington Central School,NECAP Science Grade 8,
2011-2012,2012,Brownington Central School,NECAP Writing Grade 5,
2011-2012,2012,Brownington Central School,NECAP Writing Grade 8,
2011-2012,2012,Browns River Middle US #17,NECAP Math Grades 3-8,0.465116279
2011-2012,2012,Browns River Middle US #17,NECAP Reading Grades 3-8,0.551495017
2011-2012,2012,Browns River Middle US #17,NECAP Science Grade 8,0.550561798
2011-2012,2012,Browns River Middle US #17,NECAP Writing Grade 8,0.461538462
2011-2012,2012,Burke Town School,NECAP Math Grades 3-8,0.580952381
2011-2012,2012,Burke Town School,NECAP Reading Grades 3-8,0.609523809
2011-2012,2012,Burke Town School,NECAP Science Grade 4,0.736842105
2011-2012,2012,Burke Town School,NECAP Science Grade 8,0.392857143
2011-2012,2012,Burke Town School,NECAP Writing Grade 5,0.388888889
2011-2012,2012,Burke Town School,NECAP Writing Grade 8,0.388888889
2011-2012,2012,Burlington Senior High School,NECAP Math Grade 11,0.37295082
2011-2012,2012,Burlington Senior High School,NECAP Reading Grade 11,0.319672131
2011-2012,2012,Burlington Senior High School,NECAP Science Grade 11,0.286956522
2011-2012,2012,Burlington Senior High School,NECAP Writing Grade 11,0.430894309
2011-2012,2012,C. P. Smith School,NECAP Math Grades 3-8,0.48051948
2011-2012,2012,C. P. Smith School,NECAP Reading Grades 3-8,0.535483871
2011-2012,2012,C. P. Smith School,NECAP Science Grade 4,0.442307692
2011-2012,2012,C. P. Smith School,NECAP Writing Grade 5,0.442307692
2011-2012,2012,Cabot School,NECAP Math Grade 11,0.428571429
2011-2012,2012,Cabot School,NECAP Math Grades 3-8,0.488095238
2011-2012,2012,Cabot School,NECAP Reading Grade 11,0.214285714
2011-2012,2012,Cabot School,NECAP Reading Grades 3-8,0.428571429
2011-2012,2012,Cabot School,NECAP Science Grade 11,0.090909091
2011-2012,2012,Cabot School,NECAP Science Grade 4,0.533333333
2011-2012,2012,Cabot School,NECAP Science Grade 8,0.333333333
2011-2012,2012,Cabot School,NECAP Writing Grade 11,0.571428571
2011-2012,2012,Cabot School,NECAP Writing Grade 5,0.428571429
2011-2012,2012,Cabot School,NECAP Writing Grade 8,0.5625
2011-2012,2012,Calais Elementary School,NECAP Math Grades 3-8,0.4125
2011-2012,2012,Calais Elementary School,NECAP Reading Grades 3-8,0.5375
2011-2012,2012,Calais Elementary School,NECAP Science Grade 4,
2011-2012,2012,Calais Elementary School,NECAP Writing Grade 5,
2011-2012,2012,Cambridge Elementary School,NECAP Math Grades 3-8,0.487562189
2011-2012,2012,Cambridge Elementary School,NECAP Reading Grades 3-8,0.567164179
2011-2012,2012,Cambridge Elementary School,NECAP Science Grade 4,0.621621622
2011-2012,2012,Cambridge Elementary School,NECAP Writing Grade 5,0.411764706
2011-2012,2012,Camels Hump Middle US #17,NECAP Math Grades 3-8,0.474452555
2011-2012,2012,Camels Hump Middle US #17,NECAP Reading Grades 3-8,0.54379562
2011-2012,2012,Camels Hump Middle US #17,NECAP Science Grade 8,0.47826087
2011-2012,2012,Camels Hump Middle US #17,NECAP Writing Grade 8,0.360824742
2011-2012,2012,Canaan Schools,NECAP Math Grade 11,0.222222222
2011-2012,2012,Canaan Schools,NECAP Math Grades 3-8,0.551282051
2011-2012,2012,Canaan Schools,NECAP Reading Grade 11,0.388888889
2011-2012,2012,Canaan Schools,NECAP Reading Grades 3-8,0.551282051
2011-2012,2012,Canaan Schools,NECAP Science Grade 11,0.352941176
2011-2012,2012,Canaan Schools,NECAP Science Grade 4,0.466666667
2011-2012,2012,Canaan Schools,NECAP Science Grade 8,0.1875
2011-2012,2012,Canaan Schools,NECAP Writing Grade 11,0.166666667
2011-2012,2012,Canaan Schools,NECAP Writing Grade 5,0.411764706
2011-2012,2012,Canaan Schools,NECAP Writing Grade 8,0.416666667
2011-2012,2012,Castleton Hubbardton US #42,NECAP Math Grades 3-8,0.489451477
2011-2012,2012,Castleton Hubbardton US #42,NECAP Reading Grades 3-8,0.544303797
2011-2012,2012,Castleton Hubbardton US #42,NECAP Science Grade 4,0.628571429
2011-2012,2012,Castleton Hubbardton US #42,NECAP Science Grade 8,0.5
2011-2012,2012,Castleton Hubbardton US #42,NECAP Writing Grade 5,0.411764706
2011-2012,2012,Castleton Hubbardton US #42,NECAP Writing Grade 8,0.575757576
2011-2012,2012,Cavendish Town Elementary School,NECAP Math Grades 3-8,0.469135802
2011-2012,2012,Cavendish Town Elementary School,NECAP Reading Grades 3-8,0.617283951
2011-2012,2012,Cavendish Town Elementary School,NECAP Science Grade 4,0.6875
2011-2012,2012,Cavendish Town Elementary School,NECAP Writing Grade 5,0.533333333
2011-2012,2012,Central Elementary School,NECAP Math Grades 3-8,0.407407407
2011-2012,2012,Central Elementary School,NECAP Reading Grades 3-8,0.527777778
2011-2012,2012,Central Elementary School,NECAP Science Grade 4,0.363636364
2011-2012,2012,Central Elementary School,NECAP Writing Grade 5,0.255319149
2011-2012,2012,Chamberlin School,NECAP Math Grades 3-8,0.450331126
2011-2012,2012,Chamberlin School,NECAP Reading Grades 3-8,0.536423841
2011-2012,2012,Chamberlin School,NECAP Science Grade 4,0.734693878
2011-2012,2012,Chamberlin School,NECAP Writing Grade 5,0.404255319
2011-2012,2012,Champlain Elementary School,NECAP Math Grades 3-8,0.417040359
2011-2012,2012,Champlain Elementary School,NECAP Reading Grades 3-8,0.443946188
2011-2012,2012,Champlain Elementary School,NECAP Science Grade 4,0.592592593
2011-2012,2012,Champlain Elementary School,NECAP Writing Grade 5,0.462962963
2011-2012,2012,Champlain Valley UHS #15,NECAP Math Grade 11,0.513108614
2011-2012,2012,Champlain Valley UHS #15,NECAP Reading Grade 11,0.410447761
2011-2012,2012,Champlain Valley UHS #15,NECAP Science Grade 11,0.498507463
2011-2012,2012,Champlain Valley UHS #15,NECAP Writing Grade 11,0.585820896
2011-2012,2012,Charleston Elementary School,NECAP Math Grades 3-8,0.473684211
2011-2012,2012,Charleston Elementary School,NECAP Reading Grades 3-8,0.482142857
2011-2012,2012,Charleston Elementary School,NECAP Science Grade 4,0.416666667
2011-2012,2012,Charleston Elementary School,NECAP Science Grade 8,0.333333333
2011-2012,2012,Charleston Elementary School,NECAP Writing Grade 5,
2011-2012,2012,Charleston Elementary School,NECAP Writing Grade 8,
2011-2012,2012,Charlotte Central School,NECAP Math Grades 3-8,0.391752577
2011-2012,2012,Charlotte Central School,NECAP Reading Grades 3-8,0.615120275
2011-2012,2012,Charlotte Central School,NECAP Science Grade 4,0.74
2011-2012,2012,Charlotte Central School,NECAP Science Grade 8,0.612244898
2011-2012,2012,Charlotte Central School,NECAP Writing Grade 5,0.466666667
2011-2012,2012,Charlotte Central School,NECAP Writing Grade 8,0.678571429
2011-2012,2012,Chelsea Elementary High School,NECAP Math Grade 11,0.428571429
2011-2012,2012,Chelsea Elementary High School,NECAP Math Grades 3-8,0.409090909
2011-2012,2012,Chelsea Elementary High School,NECAP Reading Grade 11,0.285714286
2011-2012,2012,Chelsea Elementary High School,NECAP Reading Grades 3-8,0.53030303
2011-2012,2012,Chelsea Elementary High School,NECAP Science Grade 11,
2011-2012,2012,Chelsea Elementary High School,NECAP Science Grade 4,
2011-2012,2012,Chelsea Elementary High School,NECAP Science Grade 8,0.285714286
2011-2012,2012,Chelsea Elementary High School,NECAP Writing Grade 11,0.571428571
2011-2012,2012,Chelsea Elementary High School,NECAP Writing Grade 5,
2011-2012,2012,Chelsea Elementary High School,NECAP Writing Grade 8,0.363636364
2011-2012,2012,Chester Andover US #29,NECAP Math Grades 3-8,0.45
2011-2012,2012,Chester Andover US #29,NECAP Reading Grades 3-8,0.535911602
2011-2012,2012,Chester Andover US #29,NECAP Science Grade 4,0.527777778
2011-2012,2012,Chester Andover US #29,NECAP Writing Grade 5,0.342857143
2011-2012,2012,Clarendon Elementary School,NECAP Math Grades 3-8,0.5
2011-2012,2012,Clarendon Elementary School,NECAP Reading Grades 3-8,0.557971014
2011-2012,2012,Clarendon Elementary School,NECAP Science Grade 4,0.590909091
2011-2012,2012,Clarendon Elementary School,NECAP Writing Grade 5,0.380952381
2011-2012,2012,Colchester High School,NECAP Math Grade 11,0.487654321
2011-2012,2012,Colchester High School,NECAP Reading Grade 11,0.349693252
2011-2012,2012,Colchester High School,NECAP Science Grade 11,0.41954023
2011-2012,2012,Colchester High School,NECAP Writing Grade 11,0.619631902
2011-2012,2012,Colchester Middle School,NECAP Math Grades 3-8,0.445103858
2011-2012,2012,Colchester Middle School,NECAP Reading Grades 3-8,0.584569733
2011-2012,2012,Colchester Middle School,NECAP Science Grade 8,0.302469136
2011-2012,2012,Colchester Middle School,NECAP Writing Grade 8,0.473684211
2011-2012,2012,Concord Graded/High School,NECAP Math Grade 11,0.090909091
2011-2012,2012,Concord Graded/High School,NECAP Math Grades 3-8,0.452380952
2011-2012,2012,Concord Graded/High School,NECAP Reading Grade 11,0.545454545
2011-2012,2012,Concord Graded/High School,NECAP Reading Grades 3-8,0.547619048
2011-2012,2012,Concord Graded/High School,NECAP Science Grade 11,
2011-2012,2012,Concord Graded/High School,NECAP Science Grade 4,0.176470588
2011-2012,2012,Concord Graded/High School,NECAP Science Grade 8,0.166666667
2011-2012,2012,Concord Graded/High School,NECAP Writing Grade 11,0.454545455
2011-2012,2012,Concord Graded/High School,NECAP Writing Grade 5,0.125
2011-2012,2012,Concord Graded/High School,NECAP Writing Grade 8,0.583333333
2011-2012,2012,Coventry Village School,NECAP Math Grades 3-8,0.446153846
2011-2012,2012,Coventry Village School,NECAP Reading Grades 3-8,0.723076923
2011-2012,2012,Coventry Village School,NECAP Science Grade 4,
2011-2012,2012,Coventry Village School,NECAP Science Grade 8,
2011-2012,2012,Coventry Village School,NECAP Writing Grade 5,
2011-2012,2012,Coventry Village School,NECAP Writing Grade 8,0.454545455
2011-2012,2012,Craftsbury Schools,NECAP Math Grade 11,0.214285714
2011-2012,2012,Craftsbury Schools,NECAP Math Grades 3-8,0.428571429
2011-2012,2012,Craftsbury Schools,NECAP Reading Grade 11,0.214285714
2011-2012,2012,Craftsbury Schools,NECAP Reading Grades 3-8,0.650793651
2011-2012,2012,Craftsbury Schools,NECAP Science Grade 11,0.166666667
2011-2012,2012,Craftsbury Schools,NECAP Science Grade 4,
2011-2012,2012,Craftsbury Schools,NECAP Science Grade 8,0.5
2011-2012,2012,Craftsbury Schools,NECAP Writing Grade 11,0.285714286
2011-2012,2012,Craftsbury Schools,NECAP Writing Grade 5,
2011-2012,2012,Craftsbury Schools,NECAP Writing Grade 8,0.692307692
2011-2012,2012,Crossett Brook Middle US #45,NECAP Math Grades 3-8,0.413461538
2011-2012,2012,Crossett Brook Middle US #45,NECAP Reading Grades 3-8,0.541062802
2011-2012,2012,Crossett Brook Middle US #45,NECAP Science Grade 8,0.450704225
2011-2012,2012,Crossett Brook Middle US #45,NECAP Writing Grade 8,0.289855072
2011-2012,2012,Currier Memorial US #23,NECAP Math Grades 3-8,0.409090909
2011-2012,2012,Currier Memorial US #23,NECAP Reading Grades 3-8,0.409090909
2011-2012,2012,Currier Memorial US #23,NECAP Science Grade 4,0.357142857
2011-2012,2012,Currier Memorial US #23,NECAP Writing Grade 5,0.071428571
2011-2012,2012,Danville School,NECAP Math Grade 11,0.366666667
2011-2012,2012,Danville School,NECAP Math Grades 3-8,0.4
2011-2012,2012,Danville School,NECAP Reading Grade 11,0.633333333
2011-2012,2012,Danville School,NECAP Reading Grades 3-8,0.56
2011-2012,2012,Danville School,NECAP Science Grade 11,0.192307692
2011-2012,2012,Danville School,NECAP Science Grade 4,0.307692308
2011-2012,2012,Danville School,NECAP Science Grade 8,0.192307692
2011-2012,2012,Danville School,NECAP Writing Grade 11,0.4
2011-2012,2012,Danville School,NECAP Writing Grade 5,0.16
2011-2012,2012,Danville School,NECAP Writing Grade 8,0.333333333
2011-2012,2012,Deerfield Valley Elementary School,NECAP Math Grades 3-8,0.434210526
2011-2012,2012,Deerfield Valley Elementary School,NECAP Reading Grades 3-8,0.513157895
2011-2012,2012,Deerfield Valley Elementary School,NECAP Science Grade 4,0.64
2011-2012,2012,Deerfield Valley Elementary School,NECAP Writing Grade 5,0.416666667
2011-2012,2012,Derby Elementary School,NECAP Math Grades 3-8,0.393939394
2011-2012,2012,Derby Elementary School,NECAP Reading Grades 3-8,0.493506493
2011-2012,2012,Derby Elementary School,NECAP Science Grade 4,0.545454545
2011-2012,2012,Derby Elementary School,NECAP Writing Grade 5,0.404761905
2011-2012,2012,Dorset School,NECAP Math Grades 3-8,0.567567568
2011-2012,2012,Dorset School,NECAP Reading Grades 3-8,0.558558559
2011-2012,2012,Dorset School,NECAP Science Grade 4,0.647058824
2011-2012,2012,Dorset School,NECAP Science Grade 8,0.388888889
